,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,#ERROR!,SALARY,Player_Comp_Share
386,Noel Felix,SEA,24,5,1,4,10.9,2.4,1.2,4.2,28.6,0,0.4,0,0,0,0,1,1,2,0.4,0.6,0.2,0.2,1.6,6,0,0,-2.4,,
386,Reece Gaines,MIL,25,5,2,3,13.4,2.4,1.2,3.4,35.3,0,0,0,0,0,0,0.2,0.2,0.4,0.8,0.6,0.2,0,2,4.1,0,0,-3,1556160,0.000311232
388,Martynas Andriuskevicius,CLE,20,3,2,1,7.3,2.3,0.3,1.3,25,0,0,0,1.7,2,83.3,1.7,0.3,2,0.7,0,0,0.3,0.7,6.7,0,0,2.7,398762,7.98E-05
389,Calbert Cheaney,GSW,34,4,1,3,9,2.3,1,2.3,44.4,0,0.3,0,0.3,0.5,50,0.8,1.3,2,0.3,0.8,0,0,1,4.3,0,0,-8.3,1760000,0.000352
389,Josh Davis,PHX,25,4,3,1,10,2.3,0.8,2.3,33.3,0.8,1.3,60,0,0.5,0,0.3,2.5,2.8,0.5,0.3,1,0,1.8,9.1,0,0,2.5,,
389,Melvin Sanders,SAS,25,4,0,4,12,2.3,1,2.5,40,0,0.3,0,0.3,0.5,50,0.3,1.5,1.8,0.5,0.5,0,0.5,1.5,6.1,0,0,-7.3,,
392,Matt Walsh,MIA,23,5,1,4,9.6,2.2,0.8,1.6,50,0.6,1.2,50,0,0.2,0,0,1.4,1.4,0.2,0.6,0.4,0,1.8,4.8,0,0,3.2,,
393,Brandon Bass,NOK,21,3,1,2,8.8,2,1,1.3,75,0,0,0,0,0,0,0.3,2.3,2.7,0.7,0.7,0,0,1,5.5,0,0,-3.3,398762,7.98E-05
393,Chris Andersen,NOK,27,1,0,1,16.6,2,1,2,50,0,0,0,0,0,0,0,3,3,0,1,0,0,4,4.6,0,0,-14,,
393,Derrick Zimmerman,NJN,24,4,2,2,4.5,2,1,1.3,80,0,0,0,0,0.3,0,0.3,0.5,0.8,0.5,1,1,0,0.3,5.7,0,0,1.5,,
393,Donta Smith,ATL,22,3,0,3,7.3,2,1,1,100,0,0,0,0,0,0,0.3,0.3,0.7,0.7,0.7,0,0,0.7,3.1,0,0,-1.3,641748,0.0001283496
393,Ime Udoka,NYK,28,1,0,1,15.4,2,1,3,33.3,0,0,0,0,0,0,0,2,2,2,3,1,1,4,10.4,0,0,-9,,
393,Jason Collins,NJN,27,1,1,0,14.1,2,1,1,100,0,0,0,0,0,0,0,2,2,1,1,0,0,2,4.9,0,0,-2,5500000,0.0011
393,Michael Doleac,MIA,29,1,1,0,10.9,2,1,3,33.3,0,0,0,0,0,0,1,0,1,1,1,0,1,1,6.7,0,0,4,2640000,0.000528
393,Pape Sow,TOR,24,1,0,1,8.9,2,1,4,25,0,0,0,0,0,0,2,0,2,0,0,2,0,1,10.4,0,0,0,641748,0.0001283496
401,Calvin Booth,WAS,30,6,2,4,9,1.8,0.5,1.7,30,0,0,0,0.8,1,83.3,0.7,1.8,2.5,0,0.3,0.2,0.5,1.7,6.5,0,0,-5.2,900498,0.0001800996
402,Kevin Burleson,CHA,27,5,2,3,9,1.8,0.6,2.6,23.1,0.6,2.6,23.1,0,0,0,0,0.4,0.4,0.8,1.6,0.4,0,1.8,3.1,0,0,-2.8,398762,7.98E-05
403,Amir Johnson,DET,19,4,3,1,4.7,1.8,0.5,1,50,0,0,0,0.8,1.3,60,0.5,1,1.5,0.3,0,0,0,1.3,3.9,0,0,0.8,398762,7.98E-05
403,Darrell Armstrong,DAL,38,4,3,1,7.7,1.8,0.8,1.3,60,0,0.3,0,0.3,0.8,33.3,0,0.8,0.8,0.8,1.5,0,0,0,2.3,0,0,3.3,719373,0.0001438746
405,John Thomas,NJN,30,3,2,1,10.6,1.7,0.3,1.7,20,0,0.3,0,1,2,50,1,1.7,2.7,0.3,0.7,0.7,0,2.3,6.7,0,0,2.3,,
405,Shandon Anderson,MIA,32,3,1,2,14.1,1.7,0.7,1.3,50,0,0.3,0,0.3,0.7,50,0.7,1.3,2,0.7,0.7,0.7,0,1.3,6.4,0,0,1,719373,0.0001438746
407,Bo Outlaw,ORL,35,6,4,2,11.2,1.5,0.7,1.5,44.4,0,0,0,0.2,0.7,25,1,1.2,2.2,0.5,0.5,0.3,0.5,2.3,6.9,0,0,1.7,1138500,0.0002277
407,Zeljko Rebraca,LAC,34,2,1,1,13.8,1.5,0.5,2.5,20,0,0,0,0.5,1,50,0.5,0.5,1,1.5,0.5,0.5,1,2.5,9,0,0,0,3000000,0.0006
409,Steve Blake,POR,26,3,0,3,6.3,1.3,0.7,1.3,50,0,0,0,0,0,0,0,0.3,0.3,0.7,0,0,0,0.3,2.7,0,0,-3,1000000,0.0002
409,Viktor Khryapa,POR,23,3,1,2,5.2,1.3,0,0.7,0,0,0,0,1.3,2,66.7,0.7,0.3,1,0.7,0.7,0.3,0.3,2,4.9,0,0,-2.7,,
411,Jerome James,NYK,30,4,2,2,11.2,1.3,0.5,3.5,14.3,0,0,0,0.3,0.3,100,0.3,2,2.3,0.3,0.8,0,0.5,1.3,5.1,0,0,1.3,5000000,0.001
411,Will Bynum,GSW,23,4,2,2,9.6,1.3,0.5,1,50,0,0.3,0,0.3,0.5,50,0.3,0.5,0.8,1.5,1.5,0.3,0,1.3,3.7,0,0,-5.3,,
413,Michael Ruffin,WAS,29,7,2,5,16.7,1.1,0.3,1.4,20,0,0.1,0,0.6,0.9,66.7,2.3,3.4,5.7,1.1,1,0.7,0.3,1.4,11.7,0,0,-0.7,1670000,0.000334
414,Dwayne Jones,BOS,23,3,1,2,5.1,1,0.3,0.7,50,0,0,0,0.3,1.3,25,1,0.7,1.7,0,0.3,0,0.7,1,4.7,0,0,2.7,,
414,Esteban Batista,ATL,22,2,0,2,15.9,1,0,1.5,0,0,0,0,1,2,50,0.5,4.5,5,0,2.5,0,1,4.5,7.5,0,0,-3,644209,0.0001288418
414,Jamal Sampson,SAC,23,2,1,1,3,1,0.5,1.5,33.3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3.7,0,0,-3,719373,0.0001438746
414,Joe Smith,MIL,30,2,0,2,12.1,1,0,0.5,0,0,0,0,1,1,100,0,4.5,4.5,0,0.5,0,0.5,1.5,7.4,0,0,4,6353200,0.00127064
414,Rick Brunson,HOU,34,4,1,3,9.5,1,0.5,1.5,33.3,0,0.8,0,0,0,0,0,0.8,0.8,1.8,0.8,0.3,0,0.8,4.5,0,0,-5,719373,0.0001438746
414,Ronnie Price,SAC,23,5,3,2,7.8,1,0.4,2.6,15.4,0.2,0.8,25,0,0,0,0.2,0.2,0.4,0.6,0.6,0,0,0.8,1.8,0,0,-3,398762,7.98E-05
414,Sasha Vujacic,LAL,22,3,2,1,13,1,0.3,4,8.3,0.3,2.3,14.3,0,0,0,0,0.3,0.3,2,0.7,0,0.3,1,4.7,0,0,-0.3,910440,0.000182088
414,Theo Ratliff,POR,33,4,1,3,20.5,1,0.5,2,25,0,0,0,0,0.5,0,1.3,3.5,4.8,0.8,1,0,1,2.8,9.8,0,0,-8.8,11666666,0.0023333332
422,Yaroslav Korolev,LAC,19,6,4,2,8.5,0.8,0.3,2.7,12.5,0,0.2,0,0.2,0.7,25,1,0.3,1.3,0.8,1,0.7,0,1,4.7,0,0,-2.8,1670000,0.000334
423,Chuck Hayes,HOU,23,4,4,0,4.8,0.8,0.3,1,25,0,0,0,0.3,0.5,50,1,0.8,1.8,0.3,0,0,0,0.5,3.2,0,0,2.8,248118,4.96E-05
424,Aaron Mckie,LAL,33,3,2,1,9.9,0.7,0.3,0.7,50,0,0,0,0,0,0,0,1,1,1,0.3,0.3,0,1,4,0,0,0,2500000,0.0005
424,Alvin Williams,TOR,31,3,3,0,7.2,0.7,0.3,1.7,20,0,0.3,0,0,0,0,0,0,0,2.3,0.3,0.3,0,1,4.8,0,0,1.3,6300000,0.00126
426,Robert Swift,SEA,20,4,1,3,10.1,0.5,0.3,1.8,14.3,0,0,0,0,0.5,0,0.5,0.8,1.3,0.3,0.3,0,0.8,1,4.4,0,0,-3.8,1764480,0.000352896
427,Ervin Johnson,MIL,38,6,2,4,10.4,0.3,0.2,1,16.7,0,0,0,0,0,0,1,1.5,2.5,0.7,0,0.5,0.2,2.8,6.3,0,0,1,719373,0.0001438746
428,Dale Davis,DET,37,2,2,0,4.6,0,0,0.5,0,0,0,0,0,0,0,0.5,1,1.5,0,0.5,0,0,1,1.3,0,0,-5.5,3500000,0.0007
428,Luke Schenscher,CHI,24,1,1,0,5.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,,
