PLAYER,Season,Tier,Performance_Index,SALARY,Predicted_Salary,Salary_Diff,Payment_Status
Royal Ivey,2006-2007,9,13.56,744551.0,1018286.94,-273735.9375,Overpaid
Cory Higgins,2012-2013,9,13.54,762195.0,1017847.25,-255652.25,Overpaid
Ryan Bowen,2002-2003,9,13.52,587000.0,1015995.56,-428995.5625,Overpaid
Quincy Acy,2014-2015,9,13.5,915243.0,1015556.1,-100313.125,Overpaid
James Singleton,2005-2006,9,13.48,625000.0,1015220.9,-390220.875,Overpaid
Alton Ford,2001-2002,9,13.46,332000.0,1014432.75,-682432.75,Overpaid
Terence Morris,2002-2003,9,13.44,512000.0,1014295.56,-502295.5625,Overpaid
Randolph Morris,2006-2007,9,13.42,750000.0,1014171.3,-264171.3125,Overpaid
Brad Miller,2011-2012,9,13.41,4752000.0,1013106.5,3738893.5,Underpaid
Bryce Drew,2002-2003,9,13.39,1300000.0,1013010.4,286989.625,Underpaid
Shavlik Randolph,2012-2013,9,13.37,163500.0,1012750.4,-849250.375,Overpaid
Morris Almond,2007-2008,9,13.35,1005960.0,1012446.1,-6486.125,Overpaid
Solomon Alabi,2011-2012,9,13.33,830000.0,1011104.9,-181104.875,Overpaid
Allen Crabbe,2013-2014,9,13.31,825000.0,1010675.44,-185675.4375,Overpaid
Elliot Williams,2011-2012,9,13.29,1442880.0,1009856.0,433024.0,Underpaid
Henry Walker,2011-2012,9,13.27,885120.0,1009356.5,-124236.5,Overpaid
Aaron Gray,2010-2011,9,13.25,1028840.0,1007798.5,21041.5,Underpaid
Ricky Ledo,2014-2015,9,13.23,48028.0,1006873.9,-958845.875,Overpaid
Pablo Prigioni,2012-2013,9,13.22,473604.0,1005508.7,-531904.6875,Overpaid
Matt Bullard,2001-2002,9,13.2,1300000.0,1004591.25,295408.75,Underpaid
Alando Tucker,2008-2009,9,13.18,1001880.0,1002953.5,-1073.5,Overpaid
Semih Erden,2010-2011,9,13.16,473604.0,1002953.06,-529349.0625,Overpaid
Jacque Vaughn,2001-2002,9,13.14,590000.0,1001922.5,-411922.5,Overpaid
Jordan Farmar,2007-2008,9,13.12,1009560.0,1001136.2,8423.8125,Underpaid
Paul Davis,2009-2010,9,13.1,825497.0,999269.0,-173772.0,Overpaid
Chris Richard,2007-2008,9,13.08,427163.0,998559.94,-571396.9375,Overpaid
Aaron Brooks,2008-2009,9,13.06,1045560.0,998354.1,47205.875,Underpaid
Hassan Adams,2008-2009,9,13.05,711517.0,997513.5,-285996.5,Overpaid
Jarron Collins,2005-2006,9,13.03,1700000.0,996108.94,703891.0625,Underpaid
DeMarre Carroll,2009-2010,9,13.01,1009680.0,996090.25,13589.75,Underpaid
Raja Bell,2001-2002,9,12.99,465000.0,996071.1,-531071.125,Overpaid
Quincy Acy,2012-2013,9,12.97,665000.0,995680.8,-330680.8125,Overpaid
DeAndre Liggins,2012-2013,9,12.95,884293.0,994629.75,-110336.75,Overpaid
Darrell Armstrong,2007-2008,9,12.93,770610.0,994178.7,-223568.6875,Overpaid
Jerome Moiso,2001-2002,9,12.91,1571000.0,993149.06,577850.9375,Underpaid
Allen Crabbe,2014-2015,9,12.89,862000.0,993125.56,-131125.5625,Overpaid
Ronny Turiaf,2007-2008,9,12.87,770610.0,993027.5,-222417.5,Overpaid
Shannon Brown,2006-2007,9,12.86,971280.0,990896.4,-19616.375,Overpaid
Khris Middleton,2012-2013,9,12.84,473604.0,990807.1,-517203.125,Overpaid
Shannon Brown,2007-2008,9,12.82,1044120.0,986139.9,57980.125,Underpaid
Travis Outlaw,2005-2006,9,12.8,1082160.0,985648.6,96511.375,Underpaid
Jannero Pargo,2005-2006,9,12.78,895248.0,984382.06,-89134.0625,Overpaid
Eric Piatkowski,2007-2008,9,12.76,1219590.0,984302.56,235287.4375,Underpaid
Cheikh Samb,2008-2009,9,12.74,711517.0,983729.75,-272212.75,Overpaid
Josh Boone,2006-2007,9,12.72,1053960.0,983222.8,70737.1875,Underpaid
Josh McRoberts,2011-2012,9,12.7,3000000.0,982965.9,2017034.125,Underpaid
Delonte West,2005-2006,9,12.68,1010040.0,982380.7,27659.3125,Underpaid
E'Twaun Moore,2012-2013,9,12.67,884293.0,981590.75,-97297.75,Overpaid
Michael Bradley,2005-2006,9,12.65,771123.0,980879.0,-209756.0,Overpaid
Solomon Jones,2011-2012,9,12.63,792377.0,980829.4,-188452.375,Overpaid
Jon Leuer,2012-2013,9,12.61,762195.0,978620.5,-216425.5,Overpaid
Damion James,2010-2011,9,12.59,1156320.0,976895.56,179424.4375,Underpaid
Antonis Fotsis,2001-2002,9,12.57,332000.0,976669.75,-644669.75,Overpaid
Joe Crawford,2008-2009,9,12.55,442114.0,975045.0,-532931.0,Overpaid
Samardo Samuels,2012-2013,9,12.53,854389.0,974530.75,-120141.75,Overpaid
Hilton Armstrong,2010-2011,9,12.51,854389.0,974253.44,-119864.4375,Overpaid
Juwan Howard,2008-2009,9,12.5,586457.0,973744.44,-387287.4375,Overpaid
Eddie Gill,2005-2006,9,12.48,835810.0,970786.1,-134976.125,Overpaid
Jon Leuer,2011-2012,9,12.46,473604.0,970724.1,-497120.125,Overpaid
Brian Cardinal,2010-2011,9,12.44,854389.0,970461.6,-116072.625,Overpaid
Solomon Hill,2013-2014,9,12.42,1246680.0,969496.7,277183.3125,Underpaid
Wesley Matthews,2009-2010,9,12.4,457588.0,969101.6,-511513.625,Overpaid
Theo Ratliff,2010-2011,9,12.38,854389.0,968296.75,-113907.75,Overpaid
Dante Cunningham,2009-2010,9,12.36,457588.0,968031.44,-510443.4375,Overpaid
Jamal Sampson,2006-2007,9,12.34,774551.0,967895.56,-193344.5625,Overpaid
Lance Stephenson,2011-2012,9,12.32,810000.0,967263.44,-157263.4375,Overpaid
Erick Green,2014-2015,9,12.31,507336.0,966322.6,-458986.625,Overpaid
Earl Boykins,2001-2002,9,12.29,650000.0,966300.25,-316300.25,Overpaid
Daniel Santiago,2001-2002,9,12.27,465000.0,966145.0,-501145.0,Overpaid
Sonny Weems,2010-2011,9,12.25,854389.0,965583.9,-111194.875,Overpaid
Christian Eyenga,2011-2012,9,12.23,1097520.0,965400.1,132119.875,Underpaid
Kevin Martin,2006-2007,9,12.21,1002840.0,965162.9,37677.125,Underpaid
Draymond Green,2012-2013,9,12.19,850000.0,964055.0,-114055.0,Overpaid
Milt Palacio,2001-2002,9,12.17,690000.0,963894.75,-273894.75,Overpaid
Daniel Ewing,2006-2007,9,12.15,664209.0,963060.0,-298851.0,Overpaid
Brian Skinner,2011-2012,9,12.14,668434.0,960854.0,-292420.0,Overpaid
Bernard Robinson,2005-2006,9,12.12,641747.0,960817.4,-319070.375,Overpaid
Kosta Koufos,2009-2010,9,12.1,1214040.0,959175.94,254864.0625,Underpaid
Jeremy Pargo,2011-2012,9,12.08,1000000.0,959128.6,40871.375,Underpaid
Patty Mills,2012-2013,9,12.06,1085120.0,958744.2,126375.8125,Underpaid
Renaldo Balkman,2008-2009,9,12.04,1369920.0,958392.0,411528.0,Underpaid
Henry Sims,2013-2014,9,12.02,788872.0,956825.44,-167953.4375,Overpaid
Gerald Green,2008-2009,9,12.0,797581.0,955931.9,-158350.875,Overpaid
Malcolm Thomas,2013-2014,9,11.98,702233.0,955662.25,-253429.25,Overpaid
Antoine Wright,2010-2011,9,11.96,854389.0,955574.56,-101185.5625,Overpaid
Jason Collier,2002-2003,9,11.95,1376000.0,955076.9,420923.125,Underpaid
Monta Ellis,2005-2006,9,11.93,448762.0,955041.0,-506279.0,Overpaid
William Avery,2001-2002,9,11.91,1375000.0,954917.94,420082.0625,Underpaid
Maalik Wayns,2012-2013,9,11.89,788872.0,954642.6,-165770.625,Overpaid
Mario Chalmers,2010-2011,9,11.87,854389.0,951545.75,-97156.75,Overpaid
Royal Ivey,2005-2006,9,11.85,641748.0,950634.5,-308886.5,Overpaid
Peja Stojakovic,2010-2011,9,11.83,402065.0,949622.1,-547557.125,Overpaid
Diante Garrett,2013-2014,9,11.81,719266.0,949200.9,-229934.875,Overpaid
Jordan Farmar,2006-2007,9,11.79,939120.0,949183.94,-10063.9375,Overpaid
Quincy Lewis,2001-2002,9,11.77,1070000.0,948817.56,121182.4375,Underpaid
Tony Parker,2002-2003,9,11.76,800000.0,948533.7,-148533.6875,Overpaid
Steve Novak,2007-2008,9,11.74,687456.0,947889.8,-260433.8125,Overpaid
Oleksiy Pecherov,2008-2009,9,11.72,1446720.0,947328.4,499391.625,Underpaid
Dewayne Dedmon,2013-2014,9,11.7,300000.0,945865.5,-645865.5,Overpaid
Rob Kurz,2008-2009,9,11.68,442114.0,944267.4,-502153.375,Overpaid
Darius Miller,2013-2014,9,11.66,788872.0,943522.5,-154650.5,Overpaid
Francisco Elson,2005-2006,9,11.64,719373.0,943440.7,-224067.6875,Overpaid
Lazar Hayward,2011-2012,9,11.62,1097520.0,942163.6,155356.375,Underpaid
Jodie Meeks,2009-2010,9,11.6,650000.0,942061.94,-292061.9375,Overpaid
Solomon Jones,2006-2007,9,11.59,675000.0,941803.9,-266803.875,Overpaid
Shavlik Randolph,2006-2007,9,11.57,1000000.0,941744.25,58255.75,Underpaid
Dominic Mcguire,2007-2008,9,11.55,427163.0,940428.25,-513265.25,Overpaid
Kirk Haston,2001-2002,9,11.53,1182000.0,940142.25,241857.75,Underpaid
Ronnie Brewer,2012-2013,9,11.51,854389.0,939340.0,-84951.0,Overpaid
Marcus Williams,2009-2010,9,11.49,825497.0,938535.9,-113038.875,Overpaid
Chris Douglas-Roberts,2014-2015,9,11.47,915243.0,938337.9,-23094.875,Overpaid
Aaron Gray,2007-2008,9,11.45,427163.0,936336.75,-509173.75,Overpaid
Ervin Johnson,2005-2006,9,11.43,719373.0,935907.75,-216534.75,Overpaid
Malik Allen,2001-2002,9,11.41,333000.0,934441.9,-601441.875,Overpaid
Alexis Ajinca,2008-2009,9,11.4,1276320.0,933630.7,342689.3125,Underpaid
Aaron Gray,2009-2010,9,11.38,1000497.0,932545.9,67951.125,Underpaid
Tyronn Lue,2007-2008,9,11.36,199452.0,929797.3,-730345.3125,Overpaid
Mike Wilks,2009-2010,9,11.34,679821.0,929005.56,-249184.5625,Overpaid
Dominique Jones,2011-2012,9,11.32,1193280.0,928745.1,264534.875,Underpaid
Ike Diogu,2011-2012,9,11.3,792377.0,928163.6,-135786.625,Overpaid
Sergey Karasev,2014-2015,9,11.28,1533840.0,928130.25,605709.75,Underpaid
James Anderson,2010-2011,9,11.26,1361400.0,927829.7,433570.3125,Underpaid
Jerry Stackhouse,2012-2013,9,11.24,854389.0,927622.44,-73233.4375,Overpaid
Lou Williams,2006-2007,9,11.22,664209.0,921145.5,-256936.5,Overpaid
Troy Murphy,2001-2002,9,11.21,1310000.0,921115.75,388884.25,Underpaid
Jermaine Taylor,2010-2011,9,11.19,780871.0,920805.94,-139934.9375,Overpaid
Shannon Brown,2008-2009,9,11.17,797581.0,919605.5,-122024.5,Overpaid
Solomon Alabi,2010-2011,9,11.15,670000.0,918503.9,-248503.875,Overpaid
Anthony Roberson,2008-2009,9,11.13,797581.0,917462.1,-119881.125,Overpaid
Eduardo Najera,2001-2002,9,11.11,465000.0,915553.1,-450553.125,Overpaid
Von Wafer,2007-2008,9,11.09,770610.0,915288.1,-144678.125,Overpaid
Marquis Teague,2013-2014,9,11.07,1074720.0,915000.0,159720.0,Underpaid
Sergei Monia,2005-2006,9,11.05,1016400.0,913402.0,102998.0,Underpaid
Earl Barron,2014-2015,9,11.04,183049.0,913313.56,-730264.5625,Overpaid
Cj Miles,2006-2007,9,11.02,664209.0,912550.7,-248341.6875,Overpaid
Jon Brockman,2011-2012,9,11.0,1000000.0,911505.25,88494.75,Underpaid
Rafer Alston,2001-2002,9,10.98,625000.0,911068.44,-286068.4375,Overpaid
Derrick Byars,2011-2012,9,10.96,854389.0,909713.75,-55324.75,Overpaid
Xavier Henry,2014-2015,9,10.94,1082000.0,909662.1,172337.875,Underpaid
Cj Miles,2005-2006,9,10.92,398761.0,909191.8,-510430.8125,Overpaid
Wayne Simien,2006-2007,9,10.9,932760.0,907464.6,25295.375,Underpaid
Earl Boykins,2007-2008,9,10.88,349041.0,906452.3,-557411.3125,Overpaid
Leon Powe,2006-2007,9,10.86,432000.0,906310.3,-474310.3125,Overpaid
Jae Crowder,2013-2014,9,10.85,788872.0,905840.75,-116968.75,Overpaid
Trenton Hassell,2002-2003,9,10.83,512000.0,904602.9,-392602.875,Overpaid
Ryan Bowen,2008-2009,9,10.81,797581.0,904119.56,-106538.5625,Overpaid
Beno Udrih,2013-2014,9,10.79,884293.0,903682.56,-19389.5625,Overpaid
Clint Capela,2014-2015,9,10.77,1189200.0,901061.25,288138.75,Underpaid
Jarvis Varnado,2012-2013,9,10.75,788872.0,899642.8,-110770.8125,Overpaid
Robert Whaley,2005-2006,9,10.73,398762.0,898286.7,-499524.6875,Overpaid
Adonal Foyle,2008-2009,9,10.71,797581.0,897795.6,-100214.625,Overpaid
Craig Brackins,2011-2012,9,10.69,1404960.0,897518.25,507441.75,Underpaid
Jared Dudley,2008-2009,9,10.68,1222320.0,896832.9,325487.125,Underpaid
Shelvin Mack,2014-2015,9,10.66,2433333.0,896738.5,1536594.5,Underpaid
Felipe Lopez,2001-2002,9,10.64,565000.0,896480.3,-331480.3125,Overpaid
Jeremy Evans,2011-2012,9,10.62,762195.0,896390.94,-134195.9375,Overpaid
Kyle Weaver,2008-2009,9,10.6,806452.0,896383.94,-89931.9375,Overpaid
Earl Boykins,2009-2010,9,10.58,752659.0,896100.25,-143441.25,Overpaid
Milt Palacio,2002-2003,9,10.56,749000.0,895342.6,-146342.625,Overpaid
Sonny Weems,2008-2009,9,10.54,442114.0,895101.56,-452987.5625,Overpaid
Ish Smith,2010-2011,9,10.52,473604.0,894721.94,-421117.9375,Overpaid
Kyrylo Fesenko,2009-2010,9,10.5,870000.0,894636.25,-24636.25,Overpaid
Malcolm Thomas,2014-2015,9,10.49,635827.0,893931.5,-258104.5,Overpaid
Mitch Richmond,2001-2002,9,10.47,590000.0,893737.1,-303737.125,Overpaid
Brian Cardinal,2009-2010,9,10.45,111685.0,893542.8,-781857.8125,Overpaid
Devin Ebanks,2011-2012,9,10.43,762195.0,891271.5,-129076.5,Overpaid
Dan Dickau,2007-2008,9,10.41,770610.0,890984.6,-120374.625,Overpaid
Joe Ingles,2014-2015,9,10.39,507336.0,890882.9,-383546.875,Overpaid
Gerald Wallace,2001-2002,9,10.37,664000.0,890824.6,-226824.625,Overpaid
Ryan Gomes,2005-2006,9,10.35,428762.0,890793.44,-462031.4375,Overpaid
Josh Selby,2011-2012,9,10.33,550000.0,890155.8,-340155.8125,Overpaid
Chris Quinn,2012-2013,9,10.31,169340.0,889076.25,-719736.25,Overpaid
Sasha Pavlovic,2005-2006,9,10.3,1274160.0,887325.5,386834.5,Underpaid
Terrel Harris,2012-2013,9,10.28,94154.0,883872.5,-789718.5,Overpaid
DeJuan Blair,2012-2013,9,10.26,1054000.0,882830.06,171169.9375,Underpaid
Ryan Hollins,2011-2012,9,10.24,248048.0,882288.8,-634240.8125,Overpaid
Marcin Gortat,2008-2009,9,10.22,711517.0,881874.44,-170357.4375,Overpaid
Mouhamed Sene,2008-2009,9,10.2,2252400.0,881702.9,1370697.125,Underpaid
Reggie Williams,2014-2015,9,10.18,344036.0,881029.5,-536993.5,Overpaid
Joseph Forte,2002-2003,9,10.16,1009000.0,880097.7,128902.3125,Underpaid
Nolan Smith,2012-2013,9,10.14,1365720.0,879148.4,486571.625,Underpaid
Baron Davis,2011-2012,9,10.13,854389.0,878541.5,-24152.5,Overpaid
Anthony Morrow,2009-2010,9,10.11,736420.0,878403.4,-141983.375,Overpaid
Johnny O'Bryant III,2014-2015,9,10.09,600000.0,874600.9,-274600.875,Overpaid
Nate Wolters,2013-2014,9,10.07,500000.0,873229.4,-373229.375,Overpaid
Toney Douglas,2010-2011,9,10.05,1071000.0,872305.6,198694.375,Underpaid
Joe Harris,2014-2015,9,10.03,884879.0,872292.2,12586.8125,Underpaid
James White,2008-2009,10,10.01,184157.0,872139.8,-687982.8125,Overpaid
Tim James,2001-2002,10,9.99,837000.0,871020.25,-34020.25,Overpaid
Michael Bradley,2001-2002,10,9.97,1124000.0,870200.0,253800.0,Underpaid
Oscar Torres,2001-2002,10,9.95,333000.0,870096.6,-537096.625,Overpaid
Justin Williams,2006-2007,10,9.94,252486.0,868169.25,-615683.25,Overpaid
Nikoloz Tskitishvili,2005-2006,10,9.92,745248.0,867865.25,-122617.25,Overpaid
Chris Douglas-Roberts,2009-2010,10,9.9,736420.0,866428.25,-130008.25,Overpaid
Lance Thomas,2012-2013,10,9.88,762195.0,865563.25,-103368.25,Overpaid
Chris Douglas-Roberts,2008-2009,10,9.86,442114.0,864815.4,-422701.375,Overpaid
Tarence Kinsey,2007-2008,10,9.84,687456.0,863488.1,-176032.125,Overpaid
Ish Smith,2012-2013,10,9.82,910941.0,863389.9,47551.125,Underpaid
David Harrison,2005-2006,10,9.8,898200.0,863346.75,34853.25,Underpaid
Darius Morris,2014-2015,10,9.78,702756.0,863331.0,-160575.0,Overpaid
Brian Roberts,2012-2013,10,9.76,473604.0,862592.3,-388988.3125,Overpaid
John Edwards,2005-2006,10,9.75,1000000.0,861597.75,138402.25,Underpaid
Nate Wolters,2014-2015,10,9.73,816482.0,861287.4,-44805.375,Overpaid
Jorge Gutierrez,2014-2015,10,9.71,96056.0,860639.9,-764583.875,Overpaid
Jamario Moon,2011-2012,10,9.69,96017.0,860267.3,-764250.3125,Overpaid
Derrick Caracter,2010-2011,10,9.67,473604.0,859739.9,-386135.875,Overpaid
Alexander Johnson,2006-2007,10,9.65,412718.0,859505.5,-446787.5,Overpaid
Kedrick Brown,2004-2005,10,9.63,2332000.0,858822.75,1473177.25,Underpaid
Ronald Dupree,2006-2007,10,9.61,771331.0,857225.1,-85894.125,Overpaid
Jerome Dyson,2011-2012,10,9.59,64930.0,857182.6,-792252.625,Overpaid
Kim English,2012-2013,10,9.58,473604.0,855623.75,-382019.75,Overpaid
Salim Stoudamire,2006-2007,10,9.56,729000.0,853528.8,-124528.8125,Overpaid
Brandon Armstrong,2001-2002,10,9.54,865000.0,853418.5,11581.5,Underpaid
Jeremy Richardson,2008-2009,10,9.52,591148.0,852740.8,-261592.8125,Overpaid
Lou Amundson,2013-2014,10,9.5,48854.0,851739.7,-802885.6875,Overpaid
Dee Brown,2006-2007,10,9.48,412718.0,851447.6,-438729.625,Overpaid
Jarron Collins,2001-2002,10,9.46,333000.0,851161.06,-518161.0625,Overpaid
Randolph Morris,2008-2009,10,9.44,797581.0,850600.5,-53019.5,Overpaid
Brandon Bass,2006-2007,10,9.42,664209.0,850570.75,-186361.75,Overpaid
Craig Smith,2007-2008,10,9.4,687456.0,850303.2,-162847.1875,Overpaid
Charles Smith,2002-2003,10,9.39,612000.0,849578.56,-237578.5625,Overpaid
Von Wafer,2006-2007,10,9.37,23443.0,849499.4,-826056.375,Overpaid
Greg Stiemsma,2014-2015,10,9.35,915243.0,849428.56,65814.4375,Underpaid
Ian Mahinmi,2009-2010,10,9.33,989670.0,849146.8,140523.1875,Underpaid
Iman Shumpert,2011-2012,10,9.31,1563120.0,848612.44,714507.5625,Underpaid
Donte Greene,2008-2009,10,9.29,809300.0,848273.9,-38973.875,Overpaid
Alexis Ajinca,2010-2011,10,9.27,1467840.0,848127.0,619713.0,Underpaid
Stromile Swift,2008-2009,10,9.25,201741.0,847482.56,-645741.5625,Overpaid
Kevin Ollie,2009-2010,10,9.23,825497.0,845379.2,-19882.1875,Overpaid
Jamaal Franklin,2013-2014,10,9.22,535000.0,844765.0,-309765.0,Overpaid
Alex Acker,2008-2009,10,9.2,711517.0,843941.44,-132424.4375,Overpaid
Trey Gilder,2009-2010,10,9.18,457588.0,841485.75,-383897.75,Overpaid
Lazar Hayward,2010-2011,10,9.16,1020960.0,840977.0,179983.0,Underpaid
Esteban Batista,2006-2007,10,9.14,644209.0,839904.7,-195695.6875,Overpaid
Malik Hairston,2009-2010,10,9.12,736420.0,839516.44,-103096.4375,Overpaid
Jerome Jordan,2011-2012,10,9.1,473604.0,839167.56,-365563.5625,Overpaid
Yakhouba Diawara,2009-2010,10,9.08,945000.0,838634.6,106365.375,Underpaid
Josh Selby,2012-2013,10,9.06,762195.0,838484.1,-76289.125,Overpaid
Henry Walker,2009-2010,10,9.04,736420.0,838263.56,-101843.5625,Overpaid
Stephen Graham,2006-2007,10,9.03,664209.0,837544.6,-173335.625,Overpaid
Jarrett Jack,2005-2006,10,9.01,1058640.0,837280.56,221359.4375,Underpaid
Kalin Lucas,2014-2015,10,8.99,486446.0,836386.06,-349940.0625,Overpaid
Jumaine Jones,2006-2007,10,8.97,744551.0,836344.9,-91793.875,Overpaid
Ryan Kelly,2013-2014,10,8.95,490180.0,835922.6,-345742.625,Overpaid
Jumaine Jones,2005-2006,10,8.93,1875000.0,834783.4,1040216.625,Underpaid
Stephen Graham,2007-2008,10,8.91,770610.0,834351.25,-63741.25,Overpaid
Kelenna Azubuike,2011-2012,10,8.89,280192.0,834124.4,-553932.375,Overpaid
Cory Joseph,2012-2013,10,8.87,1074720.0,834120.2,240599.8125,Underpaid
Nathan Jawai,2009-2010,10,8.85,736420.0,833445.1,-97025.125,Overpaid
Andrew Goudelock,2011-2012,10,8.84,473604.0,831605.6,-358001.625,Overpaid
Jermareo Davidson,2008-2009,10,8.82,422725.0,829494.25,-406769.25,Overpaid
Pape Sow,2005-2006,10,8.8,641748.0,829481.5,-187733.5,Overpaid
Kendall Marshall,2013-2014,10,8.78,547570.0,829428.1,-281858.125,Overpaid
Ronnie Price,2007-2008,10,8.76,1100000.0,829093.75,270906.25,Underpaid
Luke Babbitt,2013-2014,10,8.74,387995.0,827890.6,-439895.625,Overpaid
Marcus Haislip,2009-2010,10,8.72,855189.0,827711.75,27477.25,Underpaid
Chris Quinn,2009-2010,10,8.7,1050387.0,827696.7,222690.3125,Underpaid
Justin Williams,2007-2008,10,8.68,862456.0,827200.75,35255.25,Underpaid
Sean Marks,2010-2011,10,8.67,799105.0,827127.6,-28022.625,Overpaid
Jordan Clarkson,2014-2015,10,8.65,507336.0,826427.4,-319091.375,Overpaid
JaMychal Green,2014-2015,10,8.63,134295.0,822795.75,-688500.75,Overpaid
Eric Maynor,2011-2012,10,8.61,1516680.0,820822.1,695857.875,Underpaid
Tyler Johnson,2014-2015,10,8.59,199950.0,819076.5,-619126.5,Overpaid
Erick Dampier,2011-2012,10,8.57,530547.0,817915.0,-287368.0,Overpaid
Paul Davis,2007-2008,10,8.55,687456.0,817450.75,-129994.75,Overpaid
Derrick Brown,2009-2010,10,8.53,457588.0,815299.6,-357711.625,Overpaid
Matt Barnes,2005-2006,10,8.51,627251.0,813796.06,-186545.0625,Overpaid
Chuck Hayes,2006-2007,10,8.49,664209.0,810372.0,-146163.0,Overpaid
Smush Parker,2007-2008,10,8.48,181320.0,809994.0,-628674.0,Overpaid
Nick Calathes,2014-2015,10,8.46,816482.0,808824.25,7657.75,Underpaid
Terrence Williams,2012-2013,10,8.44,244710.0,806209.6,-561499.625,Overpaid
Greg Smith,2014-2015,10,8.42,948163.0,805797.3,142365.6875,Underpaid
Maurice Ager,2008-2009,10,8.4,1042440.0,805010.0,237430.0,Underpaid
Loren Woods,2007-2008,10,8.38,142201.0,804004.1,-661803.125,Overpaid
Earl Barron,2006-2007,10,8.36,744551.0,803946.75,-59395.75,Overpaid
Travis Leslie,2011-2012,10,8.34,500000.0,803846.5,-303846.5,Overpaid
Amir Johnson,2006-2007,10,8.32,664209.0,802242.0,-138033.0,Overpaid
Michael Bradley,2003-2004,10,8.3,1292000.0,799901.2,492098.8125,Underpaid
Leon Powe,2007-2008,10,8.29,687456.0,799874.56,-112418.5625,Overpaid
Carlos Delfino,2005-2006,10,8.27,969600.0,799154.1,170445.875,Underpaid
Dee Brown,2008-2009,10,8.25,711517.0,798350.4,-86833.375,Overpaid
Daniel Orton,2011-2012,10,8.23,1105560.0,798024.44,307535.5625,Underpaid
Jeff Ayres,2009-2010,10,8.21,457588.0,795215.5,-337627.5,Overpaid
Brent Barry,2007-2008,10,8.19,172177.0,795129.25,-622952.25,Overpaid
Landry Fields,2010-2011,10,8.17,473604.0,794755.0,-321151.0,Overpaid
Damon Jones,2001-2002,10,8.15,566000.0,794352.9,-228352.875,Overpaid
Trey Thompkins,2011-2012,10,8.13,535000.0,793617.6,-258617.625,Overpaid
Carl Landry,2007-2008,10,8.12,427163.0,793361.6,-366198.625,Overpaid
Alando Tucker,2007-2008,10,8.1,931920.0,792598.25,139321.75,Underpaid
Tarence Kinsey,2008-2009,10,8.08,797581.0,791942.44,5638.5625,Underpaid
Justin Harper,2011-2012,10,8.06,473604.0,791873.8,-318269.8125,Overpaid
Ian Mahinmi,2010-2011,10,8.04,885120.0,791638.56,93481.4375,Underpaid
Shelvin Mack,2013-2014,10,8.02,884293.0,791560.8,92732.1875,Underpaid
Demarcus Nelson,2008-2009,10,8.0,442114.0,790092.1,-347978.125,Overpaid
Kasib Powell,2007-2008,10,7.98,36395.0,789098.3,-752703.3125,Overpaid
Henry Walker,2008-2009,10,7.96,542114.0,787819.75,-245705.75,Overpaid
Isaiah Canaan,2013-2014,10,7.94,570515.0,787463.7,-216948.6875,Overpaid
Charles Jenkins,2012-2013,10,7.93,762195.0,786800.0,-24605.0,Overpaid
Carlos Arroyo,2001-2002,10,7.91,333000.0,786066.25,-453066.25,Overpaid
Darnell Jackson,2010-2011,10,7.89,854389.0,785798.5,68590.5,Underpaid
Brandon Davies,2014-2015,10,7.87,816482.0,785766.5,30715.5,Underpaid
Amir Johnson,2005-2006,10,7.85,398762.0,785234.75,-386472.75,Overpaid
Hassan Whiteside,2011-2012,10,7.83,854389.0,785075.5,69313.5,Underpaid
E'Twaun Moore,2011-2012,10,7.81,473604.0,784630.5,-311026.5,Overpaid
Larry Owens,2011-2012,10,7.79,22287.0,784228.4,-761941.375,Overpaid
Patrick O'Bryant,2009-2010,10,7.77,855189.0,783649.06,71539.9375,Underpaid
Stephen Jackson,2001-2002,10,7.76,465000.0,782850.25,-317850.25,Overpaid
Mike Wilks,2005-2006,10,7.74,771123.0,781893.3,-10770.3125,Overpaid
Ben Uzoh,2011-2012,10,7.72,190548.0,779613.75,-589065.75,Overpaid
Jabari Smith,2001-2002,10,7.7,304000.0,778934.8,-474934.8125,Overpaid
Ognjen Kuzmic,2014-2015,10,7.68,816482.0,777621.75,38860.25,Underpaid
Quinton Ross,2005-2006,10,7.66,719373.0,777068.9,-57695.875,Overpaid
Bobby Jones,2006-2007,10,7.64,412718.0,776807.25,-364089.25,Overpaid
Devin Ebanks,2010-2011,10,7.62,473604.0,776671.25,-303067.25,Overpaid
Andre Brown,2006-2007,10,7.6,406340.0,776178.2,-369838.1875,Overpaid
Olumide Oyedeji,2001-2002,10,7.58,466000.0,776015.75,-310015.75,Overpaid
Cj Miles,2007-2008,10,7.57,945610.0,775736.75,169873.25,Underpaid
James Anderson,2012-2013,10,7.55,532737.0,774625.1,-241888.125,Overpaid
Lazar Hayward,2012-2013,10,7.53,542788.0,773885.7,-231097.6875,Overpaid
Joseph Forte,2001-2002,10,7.51,939000.0,772806.0,166194.0,Underpaid
Josh Powell,2005-2006,10,7.49,641748.0,772367.06,-130619.0625,Overpaid
Steve Blake,2005-2006,10,7.47,1000000.0,772362.7,227637.3125,Underpaid
Jeremy Evans,2012-2013,10,7.45,1794872.0,771377.2,1023494.8125,Underpaid
Ian Clark,2014-2015,10,7.43,816482.0,770826.0,45656.0,Underpaid
Greivis Vasquez,2010-2011,10,7.41,1035960.0,770134.9,265825.125,Underpaid
Steve Goodrich,2001-2002,10,7.39,389000.0,768519.94,-379519.9375,Overpaid
